1NO0000001	-----사건 번호 45602-----[CRLF]
1NO3000006	RRD-HA23-P 
1NO3000008	1. 올니 지구 근처 방어선을 구축하라.[CRLF]
1NO3000009	2. 구역 내의 데스클로 무리에 대한 보고를 검증하고, 밝혀낸 것을 상관에게 보고하라.[CRLF]
1NO3000010	3. 허가가 떨어지면, 데스클로 무리와 엔클레이브 대원들의 피해를 최소화 하여 데스클로 표본을 획득하라.[CRLF]
1NO3000011	메가톤의 형제 자매들이여, 구원은 바로 가까이에 있노라![CRLF]
1NO3000012	우리는 영원한 빛의 수도원에서, 정화 된 성수로 구원을 원하는 모든 이들을 치유하고 도움의 손길을 펼쳐 상처 입은 이 도시를 치유하기 위해 왔노라. [CRLF]
1NO3000013	스프링베일에 있는 우리의 수도원으로 오라, 제라드 형제가 모두의 부응에 응할 것이노라.[CRLF]
1NO3000014	우리는 그로 하여금 어린양들을 빛의 샘물로 인도하여 갈증을 해소케끔 할 것이노라.[CRLF]
1NO3000017	1 지구[CRLF]
1NO3000018	브라더후드 오브 스틸이 기지 방어선 바깥까지 점령 했다. 만약 모든 다른 방법들을 사용하고도 2지구에서 아직 목표 대상이 명백히 보인다면, 미사일 공격을 사용해도 된다고 지시 받았다. 극도의 주의를 요한다.[CRLF]
1NO3000019	브레들리-헤라클레스 위성 연결 확인
1NO3000020	자가 진단 실행중[CRLF]
1NO3000021	추진 수단... 실패
1NO3000022	전기 계통... 확인
1NO3000023	광학 제어기... 확인
1NO3000024	경로 제어기... 확인
1NO3000025	유효 탑재량... 확인
1NO3000026	적재 장치... 실패
1NO3000027	발사 장치... 확인[CRLF]
1NO3000028	*추진 수단 경고. 추진 수단 이용불가.
1NO3000029	*적재 오류. 탄두 발사 대기중 잠김.
1NO3000030	*모든 발사 시스템 안정. 위성 탄두 발사 확인 대기.[CRLF]
1NO3000032	탄두 세부 사항 검사 실행중[CRLF]
1NO3000033	탄두 일제 발사 #1... 발사됨
1NO3000034	탄두 일제 발사 #2... 발사됨
1NO3000035	탄두 일제 발사 #3... 발사됨
1NO3000036	탄두 일제 발사 #4... 발사됨
1NO3000037	탄두 일제 발사 #5... 준비
1NO3000038	탄두 일제 발사 #6... 준비
1NO3000039	탄두 일제 발사 #7... 준비
1NO3000040	탄두 일제 발사 #8... 준비[CRLF]
1NO3000042	포세이돈 에너지 지사-46*31BMO
1NO3000043	창고: 663
1NO3000044	화물 등급: 가
1NO3000045	화물 책임자: 야크맨[CRLF]
1NO3000046	내용:
1NO3000048	 [시리얼] [#] [편]
1NO3000049	01 AZ4-23-165 | 6 | 3G-5
1NO3000050	02 AZ4-23-166 | 3 | 3G-5
1NO3000051	03 AZ4-41-001 | 1 | 3G-5
1NO3000052	04 AZ4-42-103 | 1 | 3G-5
1NO3000053	05 AZ4-50-015 | 2 | 3G-5
1NO3000055	06 AZ4-50-067 | 3 | 3G-5
1NO3000056	07 AZ4-5F-000 | 1 | 3G-5
1NO3000057	08 AZ4-68-188 | 4 | 3G-5
1NO3000058	09 AZ4-74-022 | 2 | 3G-5
1NO3000059	10 AZ4-88-252 | 1 | 3G-5[CRLF]
1NO3000060	프로젝트 코드: AC-PPE-47
1NO3000061	보고서: GATS2[CRLF]
1NO3000062	프로젝트 기입 01: 분해 해체[CRLF]
1NO3000063	알파 구역의 해체 작업 이후의 첫번째 시찰 결과, 우리의 규격 볼타-전지와 흡사한 구조를 가진것에 주목 하였다. 조사를 더욱더 진행 시킨 결과, 전해액으로 쓰이는 액체가 출처가 불확실하여 견본을 우리의 자매 연구소의 AC-PPE-47-N 연구실로 보냈다.[CRLF]
1NO3000065	추가/제거: 추가
1NO3000066	품목 유형: 미니 핵탄두
1NO3000067	수량: 3
1NO3000068	인증: 나이트 라자러스[CRLF]
1NO3000069	출처/보고:
1NO3000070	D.C 폐허 순찰중에 회수됨. 매복 지점으로의 수송에 쓰이는 탈론 컴퍼니의 전복된 트럭으로부터 회수됨. 탄두는 잠겨진 탄약통안에 들어있었음 - 탈론 컴퍼니에서 탄약통 속에 핵탄두가 들어 있었던 것을 알았을지 의심스러움.[CRLF]
1NO3000072	추가/제거: 제거
1NO3000073	품목 유형: 게틀링 레이저
1NO3000074	수량: 1
1NO3000075	인증: 팔라딘 트리스탄[CRLF]
1NO3000077	팔라딘 트리스탄은 아담스 공군기지 작전 수행을 위해 7분대에 무기 사용을 허가 함. 나이트 마르커스에게 승인 함.[CRLF]
1NO3000080	품목 유형: 파쇄형 수류탄
1NO3000081	수량: 12
1NO3000084	팔라딘 트리스탄은 아담스 공군기지 작전 수행을 위해 7분대에 무기 사용을 허가했다. 무기는 무든 분대에 걸쳐 공평히 나누어 분배했다.[CRLF]
1NO3000085	품목 908777[CRLF]
1NO3000087	품목 유형: 테슬라 캐논
1NO3000088	수량: 4
1NO3000089	인증: 서기 발린커트[CRLF]
1NO3000091	서기 발린커트의 팀이 만든 무기는 안전을 위해 여러 무기고에 걸쳐 보관되야 한다. 서기 발린커트는 테슬라 캐논 4대를 이 무기고에 넣고 안전한 곳에 잠궈서 보관하도록 지시했다.[CRLF]
1NO3000092	사건 보고 08-07-77[CRLF]
1NO3000093	보고 장교 : 해롤드 캘러한[CRLF]
1NO3000094	화재 경보가 10시 5분 즈음에 카페테리아 B3 근처 매각지에서 울렸다. 난 즉시 그 장소로 달려갔고 도중에 누카-콜라 자판기를 계속 발로 차고 있는 로버트 덥스 장군과 마주쳤다. 덥스 장군은 그의 행동을 그만두시라는 나의 요구를 무시하고 권총을 뽑아 들었다. 그런 후에 그는 기계 장치에 7발의 총격을 가했다. 여러 콜라병들이 터졌고 동전통이 박살났다. 동전들이 바닥에 쏟아지기 시작했고, 동전들을 주운 후 소리쳤다. "상관으로부터 훔쳤는거냐? 정신이 나갔나, 사병?" 그는 권총집에 총을 넣고 나를 바라봤다. 그런 다음에 자판기 뒤로 물러선 뒤 나에게 간단히 말했다. " 여기에 좀 와보게. 이 사병은 의사가 필요한것 같군, 젊은이." 
1NO3000095	장군은 해임 됐으며, D.C 지구 경관이 그를 데려가기 전까지 우리의 감금 시설에 구금됐었다.[CRLF]
1NO3000096	사건 보고 08-16-77[CRLF]
1NO3000098	경리부서에서 온 메이벨 메이어 비서는 다른 두 비서가 언쟁을 벌인 것을 보고하고, 우리를 여기로 불렀다. 두 여성 비서인 케롤 월레스와 이사벨 프랭크를 찾기 위해 데이크 다 실바 병장과 나는 두 비서가 바닦에서 뒹굴며 싸우고 있는 현장에 도착했다. 우리는 싸움을 중재시키고 그들의 진술을 받았다. 월레스는 비난하듯 프랭크에게 "더러운 빨갱이 새끼들의 첩자..."라고 말했고, 그녀는 우연히 "이사벨과 그녀의 중국인 공모자와의 비밀 대화"를 들었다고 진술했다. 프랭크는 단순히 "그녀의 남편과 주말 계획에 대해서 이야기 했다"라고 진술했다. 두 여비서들은 경고를 받았고 그들의 관리인이 그날 바로 집으로 돌려보냈다.[CRLF]
1NO3000099	알래스카 사건부터 지금까지 팽팽한 긴장감이 맴돌고 있다. 그리고 이것은 모든 사람들에게 생긴 현상 중 단지 하나의 예일 뿐이다.[CRLF]
1NO3000100	사건 보고 08-22-77[CRLF]
1NO3000102	무음 경보장치가 건물 계단통로 117에서 잘못 울렸고, 나는 즉시 달려갔다. 내가 건물 계단통로 입구에 접근했을때, 마치 누군가가 다투는 것 같은 소리를 들었다. 난 무기를 빼들고, 문을 박차고 들어갔다. 나는 정보 분석실의 로널드 베일스와 경리부 비서인 윌마 파이어스톤의 의심스런 장면을 목격했다. 나는 그 둘에게 경고를 줬고, 베일스에게 이번이 다섯번째이고 마지막일꺼라고 말했다. 다음번에도 미국방부 소유지에서 이러한 행동이 발견된다면, 그는 징계 처분을 받을 것이라고 말했다.[CRLF]
1NO3000104	기술 박물관에서 근무하는 레밍스는 천문관 시스템의 고장에 대해 다시 불평하고 있습니다. 저는 이제 3번째로 재생 장치를 교체 했습니다. 시스템에 결함을 가진것으로 보이고 재시작을 해보았으나, 여전히 결함이 발견 되었습니다... 완전히 부팅 되기까지는 지속적인 결함이 보이고 있습니다. 저는 내년 예산안에 최신 시스템으로의 교체 추가를 제안합니다. 지금 교체 비용과 새로운 시스템을 적용 하는 것은 부품을 교체하는데 드는 비용보다 저렴할 것 입니다.[CRLF]
1NO3000105	공공 박물관 기록 MA-0086[CRLF]
1NO3000106	국립 기록 보관소에서 근무하는 브랜세그는 "TJEFF002 토마스 제퍼슨" 프로텍트론에 들어갈 새로운 브레인 소프트웨어 패키지를 요청하고 있습니다. 원래의 소프트웨어는 삭제되었고 단순히 라디오 중계국에서 신호를 받는 라디오 연결 및 주파수 검색 소프트웨어 패키지로 교체 되었습니다. 저는 다음부터는 이 소프트웨어의 구입이 또 필요하지 않도록 이번에 살 패키지에 암호화 할 것을 제안 합니다.[CRLF]
1NO3000107	공공 박물관 기록 MA-0085[CRLF]
1NO3000108	저희는 국립 수족관에 근무하는 질리안 박사님으로부터 새로 개설된 고래 전시를 위한 새로운 수조에 대한 4번째 요청을 받았습니다. 저는 담당자 바니키님께 이미 말씀 드렸고, 그는 새로운 전시에 대해서는 말할 여지가 없고, 현재 있는 것은 유지보수 하는데 너무 비싼 비용이 든다고 주장 하고 있습니다. 바니키 담당자님은 이미 샌프란시스코 수족관에 요청하였고, 그들은 적당한 크기의 수조를 만들고 테일러 박사님의 고래를 전시할 공간을 만드는데 승낙했다고 합니다. 그는 또한 테일러 박사님의 양도에 대해 시설과 협의 하였고, 저는 이 결정에 지원하려 합니다.[CRLF]
1NO3000109	이봐 라그![CRLF]
1NO3000110	형님이시다! 소포는 잘 받았나? 버지니아에서 특별히 재단사한테 부탁해서 우리를 위해 두벌을 만들어 두었지. 그놈은 이런거 하나는 기가막히게 잘 만들더라고. 너랑 네 깔따구 둘 다 매우 맘에 들거라 생각해. 깔따구한테 시도때도 없이 입고 있게는 하지마. 무슨 뜻인지 알지?[CRLF]
1NO3000111	유용하게 써.
1NO3000113	빅타운 임무 보고서:[CRLF]
1NO3000114	임무 실패. 뮤턴트에게 습격 당함. 사망 : 신병 한명, 캐러밴 대장, 나귀. 치명적인 상태의 생존자는 시타데로 후송.[CRLF]
1NO3000115	메가톤 임무 보고서:[CRLF]
1NO3000116	임무 성공. 도시 바깥에서 대모 퀴리라 불리는 사람을 만남. 물품을 내리고 분배 방법에 대해 소개 함.[CRLF]
1NO3000117	리벳시티 임무 보고서:[CRLF]
1NO3000118	임무 성공.[CRLF]
1NO3000119	 [반드시 송수관을 설치 해야 함. - B.][CRLF]
1NO3000120	이곳은 재앙이 내린 곳이다. 희망적인 건, 서둘러 이 분배 시스템 설치만 끝내면 난 시타델로 돌아 갈 수 있다는 것이다. 2주일 이상은 걸리지 않을 것이다. 이미 리벳시티 의회와 상담을 끝낸 상태이다. 예전 우리가 그들의 문제를 해결 해 준 덕분에 그들은 시험적으로 물 분배 시스템을 인수 받기로 승인했다. 왠지 그게 다가 아니라 뭔가 다른 이유가 더 있을것 같은 느낌이 들었다.[CRLF]
1NO3000121	내 생각엔 이번에 로스차일드가 나한테 단단히 화가 난 것 같다. 그는 내게 지도제작 훈련에서 떨어진것 같아 보이는 서기관들을 보냈었다. 난 이런걸로 낭비할 시간이 없다.[CRLF]
1NO3000122	난 실지로 그들과 협력하지 않았다. 로스차일드는 나의 전보를 무시 했고, 운송 임무를 맡은 나이트들은 조금씩 짜증이 늘어 갔다. 난 가고자 할 의지도 없는 그들을 보내고 싶은 마음은 없다.[CRLF]
1NO3000123	리 박사는 오늘 떠났다. 북쪽에 있는 커먼웰스로 간다고 한다. 망할년. 그녀는 로스차일드가 그녀의 작업을 향상 시킬 수 있도록 도우랍시고 내게 보낸 이 저능아들을 분명 제대로 활용 수 없을 것이다. 애초에 아무 도움 없이 그녀는 아무것도 얻을 수 없다는것은 의심의 여지가 없다. 어찌됐건, 리 박사가 사라져서, 속이 시원하다.[CRLF]
1NO3000124	오늘 첫번째 사상자가 보고됐다. 난 전쟁으로 인한 댓가로 죽음을 지불해야 함을 알고 있었고, 그는 간신히나마 시타델에 등록 될 수 있을것이다. 하지만 여전히 나는, 이따위 책임감으로 인해 직접적인 연관도 없는 다른 누군가가 죽어야 한다는것이 저주스럽다. 즐겁지만은 않은 기억이 떠오르는군.[CRLF]
1NO3000125	이번 사태로 너무 많은 캐러밴들을 잃었다. 나는 리벳시티의 호위는 이해 할 수 있다. 그들은 그들의 돛단배에 숨어만 있느라, 실전 경험이 거의 없다. 그렇다, 전쟁중에 대다수의 전력이라는게 그렇듯이 난 노련한 나이트들보다 신참들을 더 많이 보아왔지만, 중무장한 신병 둘이면 캐러밴 대장들과 노새를 호위해 황무지를 무사히 건널 정도는 되야 한다.[CRLF]
1NO3000126	언더월드에서 온 구울인 그리폰은, 물의 운송을 위해 대가를 지불한다고 제안 해왔다. 라이언이 찬성하진 않겠지만, 상관없다. 우리는 병뚜껑과 그가 제공하는 기술이 필요하니까. 다른 운송대에 투자하는데 이용할 수 있을테지.[CRLF]
1NO3000127	언젠가 라이언도 올바른 사리판단을 하게 되면 물을 파는것이 아주 현명한 선택이었다는 것을 깨달을 수 있을것이다. 운송 시스템에 연료를 지원 받아 공급 해야겠다. 그의 자비심 많은 어리석은 행동은 브라더후드를 붕괴 시켜 버릴 것이다. 다린 전쟁중이다! 우린 물을 운송하는 것 따위에 자원을 소비해서는 안된다. 어찌 되었건, 엔클레이브를 쓸어버린 후에도 할수 있으니까. 가끔씩 난 라이언이 노망이라도 난건지 의구심이 든다.[CRLF]
1NO3000128	누군가 내 파일들을 검사 할 때를 대비해 이것들을 지워야한다. 아, 엉망진창이군. 어쨋든 이제 브라더후드를 떠날 때인 것 같다. 비록 어디로 갈지는 확실치는 않지만. [CRLF]
1NO3000129	내가 마로긍로 30부닝상 자본저깃이 어네즈니지 기어고도 안핟아.. 제길라 너무 피이고능하다. 자꾼 조라엇 키븐드에 어루글 처받는거 가타아. 더이상이 런새어허왈을 하알숨없갇고!!!11!!![CRLF]
1NO3000130	빌어먹을 도대체 다들 어디에 있는거지? 그 많은 캐러반들이 아직 MIA(전투중 행방불명) 상태다.[CRLF]
1NO3000131	레펠리티어는 추가 자원을 급송해 달라는 요구서를 내게 보내고 있다. 난 그녀에게 줄 수 있는게 아무것도 없는데. 그들이 이 물 배급을 처리할 수 있을거라는 확신도 없고. 대단하군. 난 여기서 영원히 옴싹달싹 못할 것 같다.[CRLF]
1NO3000132	나는 어떤 빌어먹을 일이 일어났는지를 결론지을 수 있을때까지는 메가톤에서의 물 요구를 무시하려 한다. 캐러밴에 대한 보고서 작성은 성공적이다. 그 보고서를 의심할 여지는 없다.[CRLF]
1NO3000133	안데일: 실종[CRLF]
1NO3000134	빅타운: 복귀, 임무 실패 - 뮤턴트에게 습격, 사상자: 1[CRLF]
1NO3000135	시타델: 복귀, 임무 성공[CRLF]
1NO3000136	캔터베리 커먼: 파견[CRLF]
1NO3000137	듀코브의 거처: 실종[CRLF]
1NO3000138	갤럭시 뉴스 라디오: 파견[CRLF]
1NO3000139	데이브 공화국: 실종[CRLF]
1NO3000140	리벳시티: 복귀, 임무 성공[CRLF]
1NO3000141	텐페니타워: 실종[CRLF]
1NO3000142	정화 계획을 가동하는데 결정적인 도움을 준 녀석에 대해 들었다.[CRLF]
1NO3000143	라이언이 뭔가 낌새를 느낀것 같다. 그가 여기 첩자라도 심어 놓은게 틀림없다. 빌어먹을, 그가 물 선적의 "실종"에 대해 어떻게 알고 있는걸까? 이런 일이 생기지 않도록 잘 숨겨 왔는데. 전쟁을 치르고 있으면서, 우리에 대해 간섭할 시간은 어디서 나올 수 있는거지?[CRLF]
1NO3000144	난 정화 계획 연구소의 펜대나 굴리는 놈들을 죽여버릴까 심각하게 고민중이다. 은혜도 모르고, 투덜대기만 하며, 아무짝에도 쓸모가 없는 성가신 놈들이 많다.[CRLF]
1NO3000145	난 저 빌어먹을 물 새는 것좀 누가 고쳤으면 좋겠다! 물 떨어지는 소리가 날 미치게 만든다고![CRLF]
1NO3000146	이제 포기다. 이건 희망이 없다.[CRLF]
1NO3000147	허... 메가톤이 사라졌다니. 내가 그들에 대해 불평한건 맞다... 하지만 그들도 모두 사람인데! 한순간에 모두 사라졌다니... 상상 할 수조차 없다.[CRLF]
1NO3000154	메가톤: 복귀, 임무 성공[CRLF]
1NO3000158	24 캡스 (오타가 아닌건 아님)[CRLF]
1NO3000159	활용 가능한 자원:[CRLF]
1NO3000160	1 플라즈마 소총
1NO3000161	2 파워 아머 복장
1NO3000162	4 돌격 소총
1NO3000163	1 미니-건
1NO3000164	1 미사일런처 (3 미사일)
1NO3000165	6 구급킷
1NO3000166	20+ 약품 (여러가지)[CRLF]
1NO3000167	정비사: D.T.[CRLF]
1NO3000168	우린 여전히 기존 열차 운행 시스템에 새로운 SYL-02 메인프레임을 도입하는데 어려움을 겪고 있다. 설치 완료까지 72시간이 더 소요될 것으로 보인다. 지난 이틀간 3교대로 일해왔다. "게다가" 감독관들은 전혀 맞지 않는 시스템을 구입하고도, 우리에게 설치 지체에 대한 불만을 쏟아붓고 있다. 어서 빨리 끝내고 자러 갔으면 좋겠다. 이건... 완전 개같은 일이다. 너무나 힘들고, 정신도 없다. 모두가...모두가 이걸 알고 있다.[CRLF]
1NO3000170	아담스 공군 기지와 백악관의 철로 전환기가 또 말썽이다. 인부 몇을 보내 수리하게 했다. 다시 작동하는데 하루도 안 걸릴 것이다. 모든 열차를 대체 철로로 우회하여 운행할 수도 있다. 일부는 30분 후, 일부는 당장 운행 가능하다. 이건 그냥 하나의 대안이다.[CRLF]
1NO3000172	몇일간 논의한 끝에, 새 메인프레임의 음성 인터페이스를 남성에서 여성 목소리로 교체하였다. 왜? 그래야 귀여운 약자인 "Margot"과 어울리니까. 그래야 언론을 통해 사람들이 쉽게 알게되고, 납세자들은 그들이 힘들게 낸 세금이 어디에 쓰이는지 알 수 있게 될 것이다. 아아, 이게 얼마나 거대한 시간 낭비인가. 나는 메인프레임의 메모리를 다 지워버리고 새로운 목소리를 설치해야 한다... 잘하는 짓이다, 잘하는 짓이야.[CRLF]
1NO3000174	아, 오늘은 참 아름다웠다. 백악관 근처의 상원의원 휴게실로 불려갔다. 누군가 휴게실 내의 벽에다 온통 정치적인 내용의 그라피티로 도배를 해 놓았다. 중국인 인종차별과 임금차별에 대한 비방이다. 침입자들은 잠겨있는 문을 부수고 들어왔다. 경비병들 만세... 경비병들은 정말 큰 실수를 했다. 역시 사람이 맡아야 하는 일에 로봇을 쓰면 안된다. 하루 종일 벽의 더러운 낙서나 지우고, 새 장비들이나 설치하고 있다. 아주 즐겁다.[CRLF]
1NO3000176	우리는 새로운 센티널 유닛을 받았고 오늘 구동 시켜 보았다. 나쁘지 않더군. 원격으로 명령을 내리고 수리 할 수 있는, 융통성 있는 보수관리 뿐만 아니라, 상당한 폭동 진압 기능까지 갖추고 있다... 이것저것 따지기만 하는 침입자 놈들이 이 아래로 다시 오게 됐을 때, 이 기능을 사용 하면 좋겠군. 마침내, 엄청난 로봇까지 추가 된 것이다.[CRLF]
1NO3000177	이봐 아래층 -[CRLF]
1NO3000178	너희가 우릴 도와주라고 보낸 이놈 때문에 환장하겠어. 내 말은, 이놈은 자기 신발끈도 겨우 메는 처지라고. 이곳은 최첨단 기술 장비들이 있고, 난 이놈에게 이것들을 조작하게 할 엄두가 나질 않는군. 괜히 조작 하게 놔뒀다간 우리 기지에다가 위성 폭격을 퍼붓거나 다른 짓을 할거야.[CRLF]
1NO3000179	좋은 생각이 있는데. 이곳에 화장실 청소하는 사람을 하나 보내는건 어때? 그러면 이놈한테 대신 다른 일을 맡길 수 있을텐데. 괜찮은 도움을 받기가 이렇게 힘드나?[CRLF]
1NO3000180	이봐 아래층, 또 나야 -[CRLF]
1NO3000181	위성 추적 장비 관련 일 때문에 그러는데 신기술을 도입할 생각은 없나? 맹세 하건데 이틀에 한번씩은 꼬박꼬박 전원이 나간단 말이야. 다시 전원을 넣고 위성에 연결 하려면 말그대로 몇시간씩 작업을 해야해.[CRLF]
1NO3000182	환장할 노릇이라고.[CRLF]
1NO3000183	이봐 -[CRLF]
1NO3000184	두번째 건의야. 너희가 이곳으로 보낸 두번째 얼간이 때문에 난 너무 힘들어. 처음에는 상당히 괜찮은 녀석으로 보였는데, 점심시간이 지나자 그의 맨토스 기운이 서서히 사라졌고, 위성 관제 단말기에서 일하는 것은 물론 대화를 나누는 것조차 간신히 하더군. 그의 약기운이 사라지고부터, 나는 이 중독자놈 때문에 어떻게 할 수가 없었어.[CRLF]
1NO3000185	얼른 어떻게 해줘.[CRLF]
1NO3000186	로봇들이 미쳤다! -[CRLF]
1NO3000187	약 15분전, 여기 있는 모든 로봇들이 고장났고, 우리 모두를 공격하기 시작했다. 창고에서 경비들과 신병들이 로봇들을 간신히 멈추게 했지만, 우리는 즉시 이 문제를 해결할 사람이 필요하다.[CRLF]
1NO3000188	어쨌든 무슨일이 일어나고 있는거야?[CRLF]
1NO3000189	만약 당신이 이것을 읽고 있다면, 그건 당신이 도울 수 있을지도 모르기 때문이다.[CRLF]
1NO3000190	우리는 확장하는 것에 대해 생각하고 있다. 언더월드는 좋은 시작이었지만, 우리는 보금자리라고 불러도 될만큼 더욱 안전한 장소를 찾았다.[CRLF]
1NO3000191	올드 올니. [CRLF]
1NO3000192	아무도 그곳에 가지 않는다. 아무도 우리를 찾기 위해 그곳을 생각하지 않는다. 마을 아래에 엄청난 공간이 있다. 그래서 몇몇 벽을 허무는 것을 돕고, 지하 공간을 청소하고, 물건을 구해와 작동하게 해줄만한 튼튼한 녀석을 찾고 있다.[CRLF]
1NO3000193	-S[CRLF]
1NO3000194	0001606684200035138800998440055566000[CRLF]
1NO3000195	XXHF1VR0008BDM9QT0001JPR856BT000[CRLF]
1NO4000001	지역사회의 제보자들이 제공한 정보 덕분에 중요도가 높은 죄수인 완 양, 통칭 "다섯 발톱의 용"을 체포, 구속할 수 있었습니다. 국방성정보국(DIA) 파일에 등록된 내용에 따르면, 양은 중국측 현장 정보 요원이며, 지난 십년 이상미국과 캐나다에서 암약 중이었습니다. 양은 심문을 위해 터틀도브의 수감시설로 이송되었습니다. 우리 부서는 현재 언론이나 외교 채널을 향한 발언을 자제하고 있으니, 공식 발표에 관하여 국방부 관계자들에게 조언해 주시기 바랍니다.[CRLF]
1NO4000002	공고: 포인트 룩아웃의 시민 여러분! 주목하십시오!
1NO4000003	완 양이라는 좌익 용의자, 중국 동조자가 포인트 룩아웃 인근에 있다는 제보가 들어왔습니다. 스파이 양은 가명이나 변장을 하고 있을 것입니다. 수상한 차림새나 의심스러운 행동을 하는 사람이 있으면, 1811 세인트 메리뭩 지점에 위치한 신병 모집소의 크룸폴츠 중위(국방성 정보국)에게 신고해 주시기 바랍니다.
1NO4000004	알려진 가명들: 제이미 패트릭, 마리아 로페즈. 스탠리 데릭, 다섯 발톱의 용.[CRLF]
1NO4000005	사랑하는 내 딸 네이드에게,[CRLF]
1NO4000006	나도 집에서 지내는 게 항상 좋기만 한 건 아니라는 걸 알고 있어. 몇 해 동안 힘든 겨울을 보내야하기도 했지. 더 나은 무언가를 찾아 나선 널 비난하지는 않으마. 네 나이 때는 집에 있는 건 시간 낭비고, 세상이 네가 나서기만 기다리고 있는 것 같게 마련이지.[CRLF]
1NO4000007	내가 네 나이 땐 말야, 나도 너처럼 우리 엄마를 떠났었단다. 몇 가지 어려운 일을 당하면서도 그렇게 고집하다가 널 갖게 되기까지 했지만 난 불평할 처지가 아니었지. 난 그저 네가 네 할머니를 한 번 뵙게 되길 바랄 뿐이야. 나 역시 한 번 만나볼 기회를 갖길 바라.[CRLF]
1NO4000008	네가 이걸 읽게 된다면, 네가 이것만은 꼭 알았으면 한다. 네가 집으로 돌아오는 건 언제든지 환영한다는 걸. 바라건대, 내 실수를 비춰, 언제까지나 떠나있지는 않길 바란다.[CRLF]
1NO4000009	널 그리워하며,
1NO4000012	>>전송 시작>>
1NO4000013	지앙 요원이 중국 정보부의 자동 전문을 수신하고 있음.[CRLF]
1NO4000014	원거리 사진 - 완료된 임무 목표들.[CRLF]
1NO4000015	궤도 정보망으로 SSN-37-1A 파괴 확인[CRLF]
1NO4000016	정보 장교 암호명_미확인의 전달사항을 기록하기 바랍니다.
1NO4000017	/////////////////
1NO4000018	"귀관이 이 메시지를 수신중이라면, 아군 측 위성이 귀측 목표의 파괴를 확인했다는 뜻이오. 잘 해 주었소. 내 전용 벙커에서 보고해 주시오. 벙커는 캘버트 맨션의 정원 지하에 있소. 이 전문으로 좌표를 전달했으니 참고하시오.[CRLF]
1NO4000019	벙커 입구는 은폐되어 있소. 당연한 거요. 귀관의 크립토크로매틱 스펙타클 안경은 귀관의 안가 화장실 물탱크에 숨겨 두었소. 없다면 회수해 두시오. 벙커 개방용 암호 순서는 이거요: [CRLF]
1NO4000020	1 3 2 3 4 4 2[CRLF]
1NO4000021	일단 들어오면 통과 암호는 : '세라핌 강림' 이요." 내 직접 귀관의 성공을 치하하겠소.[CRLF]
1NO4000022	[임시] 잭슨의 위치[CRLF]
1NO4000023	포인트 룩아웃에서 인사 드립니다![CRLF]
1NO4000024	동부 해안에서 토바르 선장이 운행하는 최고의 더체스 갬빗호를 타고 새하얗게 뻗은 해안가와 촉촉한 대지가 펼쳐진 포인트 룩아웃으로 향하세요.[CRLF]
1NO4000025	굶주림에 허덕이는 수많은 황무지인들이여, 가슴을 적셔주는 펑가 열매를 드셔 보세요! 하루 식사로 부족함이 없는 맛있고 영양 만점의 펑가 열매를! 펑가 열매의 똑 쏘는 맛은 하루의 허기를 채우는데 부족함이 없을 것 입니다.[CRLF]
1NO4000026	당장 지역 상인들에게서 펑가 열매를 구입 하세요, 아니면 지금 시타델 남부 해안에 정박중인 더체스 갬빗호에 오셔서 직접 구매 하셔도 좋습니다![CRLF]
1NO4000027	특별 행사!
1NO4000028	모험가분들이여! 여러분들의 힘으로 포인트 룩아웃에 묻힌 보물을 찾고 싶으십니까? 토바르 선장과 이야기 해 미스테리로 둘러 쌓인 땅으로 향하는 배 표를 구입하세요![CRLF]
1NO4000029	자폭 프로토콜 실시. 기관실은 후미 엔진의 비상 안전장치를 자폭으로 조절한다.[CRLF]
1NO4000030	승무원들은 1분 내에 탈출하라.[CRLF]
1NO4000031	..불러오기 완료...
1NO4000032	음성 자료 사용자 장치에 저장 완료.
1NO4000033	음성 -> 문자 변환 시작.
1NO4000034	///////////
1NO4000035	지앙 요원. 직접 마중하지 못한 점 사과하네. 노포크의 우리측 연락책이 자네의 도착을 확인했다네. 인민의 위대한 지성이 타락했다고 믿고 싶어하는 저 미국인들의 갈망이란! 그대의 임무가 완수되면 고국의 동포들은 그대를 영웅으로 기억할 걸세. 그 날을 위해, 자네 임무의 세세한 점을 살펴 보세. 이 방은 포인트 룩아웃에서 자네의 안전가옥이 될 걸세. 처음에는 미국인들에게 아양떠는 역할에 주력하게. 절대로 의심을 사면 안되네. 상황이 나아지면 노포크에서 받은 열쇠를 사용하게. 모텔 근처의 판잣길에 있는 일반 대여 금고의 열쇠라네. 임무 서류를 손에 넣을 때 필요한 암호는 곧 전달하겠네. 행운을 비네, 지앙 요원.
1NO4000037	자동-변환 종료
1NO4000038	정확성을 위해 음성 정보와 비교할 것...[CRLF]
1NO4000039	 본사인 이슬라 네그라 홀딩스의 지시에 따라, 대여금고 고객들을 위한 신형 보안 시스템을 설치하고 있습니다. 신형 시스템은 이전과 달리 열쇠가 필요없는 음성 인식 자물쇠를 사용할 것이며, 기존의 회전식 자물쇠는 그대로 유지됩니다.[CRLF]
1NO4000040	직원들께서는 기존의 금고 사용 고객 및 신규 사용 고객분들께 새로운 서비스 제공을 위한 서명을 하시도록 안내해 주시기 바랍니다.[CRLF]
